ID,StartDate,EndDate,Duration (in seconds),Finished,UserLanguage,Consent,racism.1-pAction,racism.1-pBeliefs,racism.1-agreement,racism.2-pAction,racism.2-pBeliefs,racism.2-agreement,racism.3-pAction,racism.3-pBeliefs,racism.3-agreement,racism.4-pAction,racism.4-pBeliefs,racism.4-agreement,racism.5-pAction,racism.5-pBeliefs,racism.5-agreement,racism.6-pAction,racism.6-pBeliefs,racism.6-agreement,racism.7-pAction,racism.7-pBeliefs,racism.7-agreement,racism.8-pAction,racism.8-pBeliefs,racism.8-agreement,racism.9-pAction,racism.9-pBeliefs,racism.9-agreement,racism.10-pAction,racism.10-pBeliefs,racism.10-agreement,racism.11-pAction,racism.11-pBeliefs,racism.11-agreement,racism.12-pAction,racism.12-pBeliefs,racism.12-agreement,racism.13-pAction,racism.13-pBeliefs,racism.13-agreement,racism.14-pAction,racism.14-pBeliefs,racism.14-agreement,racism.15-pAction,racism.15-pBeliefs,racism.15-agreement,racism.16-pAction,racism.16-pBeliefs,racism.16-agreement,racism.17-pAction,racism.17-pBeliefs,racism.17-agreement,racism.18-pAction,racism.18-pBeliefs,racism.18-agreement,racism.19-pAction,racism.19-pBeliefs,racism.19-agreement,racism.20-pAction,racism.20-pBeliefs,racism.20-agreement,racism.21-pAction,racism.21-pBeliefs,racism.21-agreement,racism.22-pAction,racism.22-pBeliefs,racism.22-agreement,racism.23-pAction,racism.23-pBeliefs,racism.23-agreement,racism.24-pAction,racism.24-pBeliefs,racism.24-agreement,racism.24-comp,Gender,Age,Education,Experience-racism,freeWill,determinism,politics,MoralRealism
300,2026-03-15 22:01:12,2026-03-15 22:09:25,492,1,EN-GB,1,,,,,,,,,,,,,,,,1,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,37,3,3,4,4,2,3
301,2026-03-15 22:05:10,2026-03-15 22:09:26,256,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,,,,,,,,,,,,,1,1,39,4,2,4,5,4,2
302,2026-03-15 22:02:00,2026-03-15 22:09:32,452,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,12,,,,1,2,35,2,2,5,5,4,3
303,2026-03-15 22:05:28,2026-03-15 22:09:33,244,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,1,2,31,4,1,5,5,5,1
304,2026-03-15 22:04:29,2026-03-15 22:09:36,307,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,63,2,2,6,7,4,1
305,2026-03-15 22:04:50,2026-03-15 22:09:38,287,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,12,,,,,,,,,,,,,,,,,,,,,,,,,1,2,48,3,2,6,4,2,2
306,2026-03-15 22:05:15,2026-03-15 22:09:38,263,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,7,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,29,4,2,5,5,1,1
307,2026-03-15 22:06:42,2026-03-15 22:09:37,175,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,11,,,,,,,,,,,,,,,,,,,1,2,26,2,2,3,3,3,2
308,2026-03-15 22:04:33,2026-03-15 22:09:38,304,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,9,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,26,2,2,3,3,3,2
309,2026-03-15 21:59:41,2026-03-15 22:09:40,598,1,EN-GB,1,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,49,2,2,6,5,1,1
310,2026-03-15 21:56:24,2026-03-15 22:09:40,796,1,EN-GB,1,,,,,,,,,,,,,,,,,,,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,36,4,1,6,6,1,2
311,2026-03-15 22:06:56,2026-03-15 22:09:41,165,1,EN-GB,1,,,,,,,,,,2,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,43,2,2,7,5,4,2
312,2026-03-15 22:07:11,2026-03-15 22:09:45,154,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,59,4,2,5,7,7,1
313,2026-03-15 22:05:10,2026-03-15 22:09:58,287,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,13,,,,,,,,,,,,,,,,,,,,,,1,2,31,4,2,6,6,3,2
314,2026-03-15 22:05:58,2026-03-15 22:10:02,244,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,23,4,2,6,5,2,3
315,2026-03-15 22:03:06,2026-03-15 22:10:04,418,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,13,,,,,,,,,,,,,,,,,,,1,1,66,3,2,7,7,4,2
316,2026-03-15 22:01:56,2026-03-15 22:10:05,488,1,EN-GB,1,,,,,,,,,,,,,1,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,68,4,1,6,5,2,1
317,2026-03-15 22:04:44,2026-03-15 22:10:05,320,1,EN-GB,1,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,4,2,6,5,6,2
318,2026-03-15 22:04:10,2026-03-15 22:10:08,357,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,19,2,1,5,6,6,1
319,2026-03-15 22:06:41,2026-03-15 22:10:09,207,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,11,,,,,,,,,,,,,,,,,,,,,,,,,1,2,61,4,2,6,5,6,1
320,2026-03-15 22:04:29,2026-03-15 22:10:09,340,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,62,2,2,7,7,5,2
321,2026-03-15 22:01:03,2026-03-15 22:10:14,550,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,13,,,,,,,,,,1,1,64,2,1,7,7,5,2
322,2026-03-15 21:59:37,2026-03-15 22:10:16,638,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,13,,,,,,,,,,,,,,,,,,,,,,1,1,18,2,1,7,7,1,1
323,2026-03-15 22:02:17,2026-03-15 22:10:17,479,1,EN-GB,1,,,,13,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,50,4,3,6,5,3,2
324,2026-03-15 22:06:39,2026-03-15 22:10:20,221,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,8,,,,,,,,,,,,,,,,,,,,,,1,1,38,7,1,6,5,2,2
325,2026-03-15 22:02:01,2026-03-15 22:10:20,499,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,9,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,38,4,2,4,5,4,2
326,2026-03-15 22:04:46,2026-03-15 22:10:21,335,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,8,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,24,4,2,6,6,1,2
327,2026-03-15 22:06:24,2026-03-15 22:10:23,238,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,11,,,,,,,,,,,,,1,1,36,5,1,5,3,2,3
328,2026-03-15 22:04:00,2026-03-15 22:10:27,386,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,,,,,,,,,,1,2,54,3,2,6,6,4,2
329,2026-03-15 22:06:28,2026-03-15 22:10:28,240,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,5,,,,,,,,,,,,,,,,1,1,25,4,1,7,6,2,2
330,2026-03-15 22:04:03,2026-03-15 22:10:29,385,1,EN-GB,1,,,,,,,,,,,,,,,,,,,12,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,34,5,2,6,5,4,2
331,2026-03-15 22:04:10,2026-03-15 22:10:32,382,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,37,4,2,7,6,5,3
332,2026-03-15 22:03:22,2026-03-15 22:10:39,437,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,41,3,1,5,6,1,3
333,2026-03-15 22:02:41,2026-03-15 22:10:40,478,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,7,,,,,,,,,,,,,1,2,76,5,1,5,5,1,2
334,2026-03-15 22:04:42,2026-03-15 22:10:46,363,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,1,1,36,4,1,6,4,1,2
335,2026-03-15 22:05:32,2026-03-15 22:10:48,315,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,49,5,2,6,5,2,2
336,2026-03-15 22:01:34,2026-03-15 22:10:48,553,1,EN-GB,1,,,,,,,,,,,,,,,,1,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,71,2,1,6,6,2,3
337,2026-03-15 22:06:37,2026-03-15 22:10:50,253,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,,,,1,1,37,5,2,5,5,2,1
338,2026-03-15 22:06:29,2026-03-15 22:10:54,264,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,12,,,,,,,,,,,,,,,,,,,,,,,,,1,1,42,5,1,6,6,1,2
339,2026-03-15 22:03:57,2026-03-15 22:10:54,417,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,9,,,,,,,,,,,,,,,,1,2,45,6,3,6,6,4,2
340,2026-03-15 22:07:14,2026-03-15 22:10:54,220,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,42,1,2,7,7,4,2
341,2026-03-15 22:05:36,2026-03-15 22:10:58,321,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,1,1,43,2,2,6,7,1,1
342,2026-03-15 22:07:18,2026-03-15 22:10:59,221,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,33,4,1,4,4,5,2
343,2026-03-15 22:07:59,2026-03-15 22:11:00,181,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,1,2,40,4,2,7,7,2,1
344,2026-03-15 22:04:29,2026-03-15 22:11:00,391,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,1,1,29,4,2,6,6,2,1
345,2026-03-15 22:05:26,2026-03-15 22:11:01,334,1,EN-GB,1,,,,10,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,22,4,1,5,3,2,3
346,2026-03-15 22:07:57,2026-03-15 22:11:02,184,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,13,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,41,5,1,4,2,1,2
347,2026-03-15 22:07:45,2026-03-15 22:11:07,201,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,35,2,1,7,7,1,2
348,2026-03-15 22:08:33,2026-03-15 22:11:11,158,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,21,2,2,4,3,5,2
349,2026-03-15 21:56:03,2026-03-15 22:11:12,908,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,12,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32,3,2,5,6,2,2
350,2026-03-15 22:08:26,2026-03-15 22:11:12,165,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,8,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,36,2,2,5,5,2,3
351,2026-03-15 22:06:30,2026-03-15 22:11:13,283,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,2,,,,,,,,,,,,,,,,,,,,,,1,2,37,3,2,5,5,5,2
352,2026-03-15 22:05:43,2026-03-15 22:11:14,331,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,13,,,,,,,,,,,,,,,,,,,1,1,51,3,2,7,6,6,3
353,2026-03-15 22:07:31,2026-03-15 22:11:20,229,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,,,,1,1,33,4,2,7,5,2,3
354,2026-03-15 22:07:51,2026-03-15 22:11:24,213,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,45,4,1,5,5,2,1
355,2026-03-15 22:07:58,2026-03-15 22:11:25,207,1,EN-GB,1,,,,,,,8,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,25,5,2,5,3,3,2
356,2026-03-15 22:08:50,2026-03-15 22:11:28,158,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,5,1,7,5,4,2
357,2026-03-15 22:06:40,2026-03-15 22:11:30,289,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,,,,,,,1,2,43,4,3,7,4,3,2
358,2026-03-15 22:05:28,2026-03-15 22:11:30,361,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,45,4,1,7,7,1,2
359,2026-03-15 22:06:25,2026-03-15 22:11:32,307,1,EN-GB,1,,,,8,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,20,2,2,6,3,1,1
360,2026-03-15 22:08:10,2026-03-15 22:11:33,202,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,43,3,2,7,4,4,2
361,2026-03-15 22:05:09,2026-03-15 22:11:34,384,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,33,2,2,4,4,4,2
362,2026-03-15 22:04:07,2026-03-15 22:11:37,450,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,4,1,5,3,2,2
363,2026-03-15 22:04:12,2026-03-15 22:11:39,447,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,5,,,,,,,,,,1,2,62,5,1,5,5,4,1
364,2026-03-15 22:07:31,2026-03-15 22:11:48,256,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,49,4,2,6,4,7,1
365,2026-03-15 22:07:13,2026-03-15 22:11:51,277,1,EN-GB,1,9,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,64,4,2,7,7,1,1
366,2026-03-15 21:59:50,2026-03-15 22:11:53,723,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,11,,,,1,1,26,4,2,7,5,1,2
367,2026-03-15 22:08:45,2026-03-15 22:12:01,195,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,4,2,3,5,5,1
368,2026-03-15 22:06:21,2026-03-15 22:12:02,340,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,1,1,25,4,2,6,6,2,2
369,2026-03-15 22:09:47,2026-03-15 22:12:02,134,1,EN-GB,1,,,,,,,,,,4,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,34,4,2,3,3,4,1
370,2026-03-15 22:07:43,2026-03-15 22:12:02,259,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,19,2,2,6,3,1,1
371,2026-03-15 22:07:58,2026-03-15 22:12:03,245,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,24,2,2,6,6,1,1
372,2026-03-15 22:08:11,2026-03-15 22:12:05,233,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,46,4,2,5,5,6,2
373,2026-03-15 22:03:48,2026-03-15 22:12:09,501,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,13,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,66,4,1,5,4,4,1
374,2026-03-15 22:01:06,2026-03-15 22:12:12,665,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,,,,,,,1,2,45,2,2,5,5,4,2
375,2026-03-15 22:06:42,2026-03-15 22:12:09,326,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,35,3,2,5,5,4,2
376,2026-03-15 22:03:27,2026-03-15 22:12:14,527,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,56,4,2,6,3,5,2
377,2026-03-15 22:06:43,2026-03-15 22:12:15,332,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,38,2,1,6,5,3,3
378,2026-03-15 22:08:54,2026-03-15 22:12:16,202,1,EN-GB,1,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,38,4,2,6,5,6,2
379,2026-03-15 22:06:34,2026-03-15 22:12:18,344,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,9,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,35,5,2,3,1,1,2
380,2026-03-15 22:03:10,2026-03-15 22:12:19,549,1,EN-GB,1,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,28,4,1,3,5,5,2
381,2026-03-15 22:07:05,2026-03-15 22:12:23,317,1,EN-GB,1,,,,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,57,4,2,6,6,2,2
382,2026-03-15 22:08:40,2026-03-15 22:12:23,222,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,13,,,,,,,,,,,,,,,,,,,1,1,48,4,1,6,4,3,2
383,2026-03-15 22:05:33,2026-03-15 22:12:23,409,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,4,1,5,5,1,3
384,2026-03-15 22:02:37,2026-03-15 22:12:25,587,1,EN-GB,1,,,,10,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,42,4,2,6,6,1,3
385,2026-03-15 22:06:20,2026-03-15 22:12:26,365,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,13,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,56,4,1,6,3,4,1
386,2026-03-15 22:05:52,2026-03-15 22:12:27,394,1,EN-GB,1,,,,,,,,,,,,,1,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,37,4,1,4,4,1,3
387,2026-03-15 22:07:39,2026-03-15 22:12:28,288,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,8,,,,,,,,,,,,,,,,,,,,,,,,,1,2,42,2,2,4,4,3,1
388,2026-03-15 22:08:32,2026-03-15 22:12:28,235,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,13,,,,,,,,,,,,,,,,,,,,,,1,1,23,4,2,5,6,2,3
389,2026-03-15 22:09:03,2026-03-15 22:12:33,210,1,EN-GB,1,,,,11,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,42,5,1,4,4,2,3
390,2026-03-15 22:07:09,2026-03-15 22:12:37,328,1,EN-GB,1,,,,,,,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,41,3,1,6,4,3,2
391,2026-03-15 22:05:36,2026-03-15 22:12:39,422,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,32,2,1,6,2,1,1
392,2026-03-15 22:06:18,2026-03-15 22:12:40,381,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,8,,,,,,,,,,,,,,,,1,1,19,3,2,5,6,4,2
393,2026-03-15 22:05:48,2026-03-15 22:12:43,415,1,EN-GB,1,,,,,,,,,,,,,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,24,4,1,7,7,4,2
394,2026-03-15 22:07:49,2026-03-15 22:12:45,296,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,,,,,,,,,,,,,,,,1,1,40,4,1,5,5,3,2
395,2026-03-15 22:10:14,2026-03-15 22:12:47,153,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,8,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,31,4,1,5,4,3,2
396,2026-03-15 22:07:53,2026-03-15 22:12:47,294,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,23,4,1,6,7,6,1
397,2026-03-15 22:07:56,2026-03-15 22:12:49,293,1,EN-GB,1,,,,,,,,,,,,,1,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,48,2,1,4,3,5,1
398,2026-03-15 22:06:20,2026-03-15 22:12:50,389,1,EN-GB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,56,4,1,6,6,6,2
